   0.1362182835    1.0000000000   -1.0856306033   -1.2409696722    1.0315934807   -1.0541704365
   0.6932317558    1.0000000000    0.9973454466   -0.3129467850    1.3319448834   -0.7830113378
   0.3388362941    1.0000000000    0.2829784981   -0.8489467917    0.0958438933    1.8279008372
   1.0553311267    0.0000000000   -1.5062947139    2.3779525946    0.9175687452    1.7468071980
   0.3582195702    0.0000000000   -0.5786002520    0.6575006240   -2.0087045349    1.3282584976
   0.1139178484    0.0000000000    1.6514365371    0.2130868919   -0.6709275546   -0.4327731404
   0.3619080726    1.0000000000   -2.4266792434   -0.4909703125    1.4890616499   -0.6686140993
  -0.3661852407    1.0000000000   -0.4289126289   -1.0815103951   -0.1582809713   -0.4720884512
   0.4223645953    1.0000000000    1.2659362587    0.0048011072    0.3579825759    1.0555406426
  -0.2779743560    0.0000000000   -0.8667404023   -0.3607965742    0.2289179430    0.6790558499
  -0.5761266994    1.0000000000   -0.6788861516    0.0120194272   -0.8374515225    0.1481483217
   0.4839053352    0.0000000000   -0.0947089689    0.9297868313   -0.4182412365    1.0429457291
   0.1651768238    0.0000000000    1.4913896261   -0.1770475570   -0.3594926400    0.2871899077
  -0.8376993689    1.0000000000   -0.6389019967   -1.7289083806   -0.9339512505    1.5557728266
  -0.2901327786    0.0000000000   -0.4439819596   -0.2651827312   -0.4219355352    0.9703160409
   0.4619010599    0.0000000000   -0.4343512756    0.7126843434   -0.0225577421    0.3973759286
  -0.9378645305    0.0000000000    2.2059300827   -1.7420233196   -1.8205076300    1.1539401254
   0.3581598852    1.0000000000    2.1867860890   -1.8979516540    0.1636504729   -0.0033304171
   0.7140057717    0.0000000000    1.0040538979    1.2894204583   -0.6823543338    1.3094852111
   0.1412200797    0.0000000000    0.3861863992    0.1920571564   -0.6079676520   -0.9023024109
   0.4879817050    0.0000000000    0.7373685759    1.1052424733   -0.1771945594   -0.1125975663
   0.3300902041    1.0000000000    1.4907320282   -0.6512991039    0.0785613214   -2.7014555197
  -0.1753427766    1.0000000000   -0.9358338684   -1.4138237395    0.0930804403   -0.7578207967
   0.0177614183    1.0000000000    1.1758290448   -0.1824942844   -0.4382779279    0.0550077477
   0.2476555160    0.0000000000   -1.2538806677    1.3972148892   -1.4929004270   -0.7992896936
  -0.1069626279    1.0000000000   -0.6377515025   -1.3497067994    0.0193739528    1.3701186279
  -0.6533491890    1.0000000000    0.9071051958   -0.2650505643   -1.9406477658   -0.4295802548
   0.7310453086    0.0000000000   -1.4286807002    1.9239918695   -1.3338592403    0.5775320347
  -0.2937816563    0.0000000000   -0.1400687202   -0.3254745308   -0.5685910981    0.1822388101
  -0.4932715914    0.0000000000   -0.8617548959   -0.5926710982   -0.2862144935    0.7526572011
  -0.0776431128    0.0000000000   -0.2556193705    0.1961933946   -1.8463679825    0.1713033233
   0.1075197190    0.0000000000   -2.7985891055    0.5002826151    0.8181295530    1.5732767303
   1.0040876600    0.0000000000   -1.7715331045    2.3081327163   -0.7744492841   -2.2195471135
  -0.1300627984    0.0000000000   -0.6998772346    0.6801961367   -1.0416898028    0.5021002664
   0.9570574011    1.0000000000    0.9274624318    0.4911674372    1.0549778065    0.1231449150
  -0.3239482772    1.0000000000   -0.1736356828   -0.2850871053   -0.3904530138   -1.7756892116
  -0.0522145515    0.0000000000    0.0028459159   -0.3182598213    0.2785059671    0.4619860028
   0.2776213730    0.0000000000    0.6882227111   -0.1721465192    0.5936135052   -0.9915540541
   0.3837879505    0.0000000000   -0.8795363430    1.1725282187   -0.7673121025    0.5575004362
   0.4530102372    0.0000000000    0.2836273238    0.5655038686   -0.5100668337    1.7861430857
  -0.0005303280    1.0000000000   -0.8053665181   -0.9974641854    0.7433835051   -1.4191091796
   0.4936077517    0.0000000000   -1.7276694941    1.2991946866   -0.2951266690   -0.1744352528
   0.9745418442    0.0000000000   -0.3908997938    2.0180723507    0.6287531566   -0.1254550217
   1.1428545446    0.0000000000    0.5738058624    1.4798183518    0.3709686091    0.2694878845
   0.3090305265    0.0000000000    0.3385890510    0.5973881329   -0.8672867165    0.5646552936
   0.0016560652    1.0000000000   -0.0118304945   -0.5343317548   -0.3801436949    0.1172171042
   1.2789325484    0.0000000000    2.3923652659    1.5519731485    0.7583426824    0.1957156079
   0.2103385723    1.0000000000    0.4129121603   -1.2467061237    0.4708328102   -1.7885044932
   0.3478502237    1.0000000000    0.9787360059    0.5865457615   -0.1521065294    0.2177913999
   1.3464557152    1.0000000000    2.2381433385   -0.3737031461    2.0315721274    1.3295281475
  -0.5633374150    1.0000000000   -1.2940853232   -1.8308477776   -0.2194477460   -0.6607985489
   0.0646458117    0.0000000000   -1.0387882102    0.3235135651   -0.2101172938    0.8423340281
