    2.551      1.000      1.000      0.042     -0.585      0.856      2.345      3.689      3.908     -0.132     -0.418     -3.028     -1.924      1.288      1.269     -2.227     -2.268     -1.001     -0.985     -1.026      7.722     -1.159     -1.346     -1.203      1.759      2.853   10.52592  -.3756768  -8.640115     -2.663  -9.823191   .3505961   8.063289      1.352   4.986621  -.1779758  -4.093228      4.403   16.24273  -.5797138  -13.33272  
    2.042      0.000      1.000     -6.095     -4.076     -2.161      1.161     -1.009     -2.813     -0.132     -0.418     -3.028     -1.924     -0.098     -0.126     -5.819     -5.022     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -2.879771  -.3756768  -8.640115     -4.456   4.497661   .5867366   13.49424     -3.113   3.141834   .4098639   9.426376      6.295  -6.353673  -.8288603  -19.06279  
    2.206      1.000      1.000     -1.955     -2.297     -2.284      4.713      0.241     -2.144     -0.132     -0.418      1.685      0.650      1.288      1.269     -2.227     -2.268     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346      7.479      1.759      2.853   .6884798  -.3756768   4.808902     -4.417  -1.065684   .5815024    -7.4436     -2.286  -.5516328   .3010047  -3.853051     -0.896  -.2162172   .1179814  -1.510237  
    3.224      1.000      1.000      0.364     -0.257     -2.284      4.713      1.588     -0.514     -0.132     -0.418     -3.028     -1.924      5.383      5.459     -2.227     -2.268     -1.001     -0.985      8.768     -1.165     -1.159     -1.346     -1.203      1.759      2.853   4.532383  -.3756768  -8.640115     -2.831  -4.497484   .3727841   8.573586      4.494   7.137897  -.5916407  -13.60702     -0.755   -1.19929   .0994059   2.286215  
    2.489      1.000      1.000      0.622      0.016     -2.284      4.713      2.167      0.475     -0.132     -0.418     -1.457     -1.409      2.559      2.558     -2.227     -2.268     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853   6.183795  -.3756768  -4.157109     -2.758  -5.977364   .3631358   4.018334      4.494   9.738648  -.5916407   -6.54689     -2.998   -6.49635   .3946652   4.367228  
    2.353      1.000      1.000     -4.275     -3.588     -2.284      4.713      2.707      1.555     -0.132     -0.418     -3.028     -1.924      2.559      2.558     -2.227     -2.268     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759     -3.152  -8.533816   .4150551   9.545767     -4.866  -13.17287   .6406826   14.73493     -1.129  -3.055355   .1486018   3.417662      0.092   .2480527  -.0120644  -.2774671  
    2.014      1.000      1.000      6.614      8.971     -2.284      4.713      2.558      1.242     -0.132     -0.418     -1.457     -1.409      2.559      2.558     -2.227     -2.268      8.989     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759     -3.152  -8.063665   .4150551   4.592855     -2.003  -5.124466   .2637678   2.918763      4.494   11.49436  -.5916407   -6.54689      1.132   2.896749  -.1491022  -1.649913  
    3.821      1.000      1.000      3.924      4.332     -0.230      2.345      4.090      5.013     -0.132     -0.418     -1.457     -1.409      2.559      2.558     -2.227     -2.268     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759     -3.152  -12.89392   .4150551   4.592855     -0.552  -2.258365   .0726967   .8044366      4.494   18.37966  -.5916407   -6.54689      0.435   1.777869  -.0572296  -.6332824  
    2.545      1.000      1.000     -0.006     -0.633     -2.284      4.713      0.390     -2.011     -0.132     -0.418     -1.457     -1.409      4.042      4.076     -2.227     -2.268     -1.001     -0.985     -1.026     -1.165      7.761     -1.346     -1.203      1.759      2.853   1.111447  -.3756768  -4.157109     -2.856   -1.11252   .3760394   4.161121     -1.459  -.5684661   .1921455   2.126216     -0.333   -.129706   .0438415   .4851353  
    2.834      1.000      1.000      3.924      4.332      0.438     -0.734     -6.652      4.272      1.153      0.901      3.257      2.194     -0.777     -0.805     -3.768     -3.530     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853   -18.9807   3.290829   9.291908     -1.290   8.582586  -1.488028  -4.201562      3.336  -22.19206   3.847607   10.86401      3.718  -24.73065   4.287742   12.10677  
    2.600      0.000      1.000      4.407      5.091     -2.985      0.214     -3.181     -2.044     -0.132     -0.418      1.685      0.650      3.769      3.795     -3.768     -3.530     -1.001     -0.985      8.768     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -9.076224  -.3756768   4.808902     -1.186   3.773642    .156196  -1.999408      3.336  -10.61184  -.4392379   5.622524      0.458   -1.45542  -.0602417   .7711324  
    1.947      1.000      1.000     -2.535     -2.690      0.438     -0.734     -2.211     -2.690     -2.702     -2.738     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026      7.722     -1.159     -1.346     -1.203      1.759      2.853  -6.309979  -7.708689  -4.157109     -0.910   2.012745   2.458903   1.326027      0.029  -.0638431   -.077995  -.0420608     -0.143    .316255   .3863581   .2083536  
    2.971      1.000      1.000      0.670      0.069      0.438     -0.734     -0.418     -2.598     -2.702     -2.738      0.114     -0.551      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159      6.681     -1.203      1.759      2.853  -1.193757  -7.708689   .3258964     -1.698   .7102472   4.586422  -.1938979     -3.113   1.302391    8.41019  -.3555534     -7.045   2.947334   19.03241  -.8046238  
    2.431      0.000      1.000     -3.115     -3.036      0.438     -0.734     -3.595     -1.620      2.438      2.325     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346      7.479      1.759      2.853  -10.25642   6.957335  -8.640115     -2.277   8.185573  -5.552595   6.895608     -1.955   7.028991   -4.76804   5.921293     -6.722   24.16411  -16.39147   20.35609  
    2.345      0.000      1.000      3.779      4.111      0.438     -0.734     -1.242     -2.848     -3.987     -3.740     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985      8.768     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -3.543734   -11.3752  -4.157109     -1.186   1.473386   4.729491   1.728411      3.336  -4.143301  -13.29977  -4.860454     -0.143   .1776113   .5701227   .2083536  
    2.787      0.000      1.000      4.391      5.065      0.438     -0.734      1.828     -0.126     -0.132     -0.418     -3.028     -1.924     -0.777     -0.805     -3.768     -3.530     -1.001     -0.985      8.768     -1.165     -1.159     -1.346     -1.203      1.759      2.853   5.216041  -.3756768  -8.640115     -1.186  -2.168685    .156196    3.59232      3.336   6.098546  -.4392379  -10.10194      3.718   6.796171  -.4894832  -11.25752  
    2.667      0.000      1.000      5.148      6.318      0.438     -0.734     -3.019     -2.186     -0.132     -0.418      0.114     -0.551      3.769      3.795     -3.768     -3.530     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -8.615184  -.3756768   .3258964     -1.290   3.895565   .1698714   -.147362      3.336  -10.07279  -.4392379   .3810351      0.458  -1.381489  -.0602417   .0522592  
    3.317      0.000      1.000      2.233      1.932      0.438     -0.734      1.844     -0.099     -0.132     -0.418     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165      7.761     -1.346     -1.203     -5.115      2.853   5.260816  -.3756768  -4.157109     -1.166  -2.149394    .153489   1.698456     -2.948  -5.434673    .388092   4.294491     -0.744  -1.370941   .0978994   1.083321  
    3.335      1.000      1.000     -4.838     -3.788      0.856      2.345      5.412      9.246      6.293      7.230     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346      7.479      1.759      2.853   15.44178   17.95685  -8.640115     -2.277  -12.32397  -14.33122   6.895608     -1.955  -10.58265  -12.30629   5.921293     -6.722  -36.38081  -42.30631   20.35609  
    2.633      1.000      1.000     -4.903     -3.808      2.442      0.450      2.707      1.555      5.008      5.490     -1.457     -1.409      0.669      0.645     -0.981     -1.159     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346      7.479      1.759     -3.152  -8.533816  -15.78825   4.592855     -1.301  -3.523083   -6.51799   1.896105      0.029   .0781516   .1445869  -.0420608      2.260   6.117438   11.31776  -3.292373  
    2.314      1.000      1.000     -1.826     -2.203      0.438     -0.734     -1.332     -2.854      5.008      5.490      0.114     -0.551      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -3.801852   14.29035   .3258964     -2.810   3.743714  -14.07182  -.3209128     -1.790   2.385176  -8.965364  -.2044583     -6.778   9.030865  -33.94508  -.7741297  
    3.910      1.000      1.000     -1.826     -2.203      0.438     -0.734      3.366      3.078      5.008      5.490     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026      7.722     -1.159     -1.346     -1.203      1.759      2.853   9.603836   14.29035  -4.157109     -0.910  -3.063413  -4.558308   1.326027      0.029   .0971697   .1445869  -.0420608     -0.489  -1.646912  -2.450577   .7128811  
    1.665      1.000      1.000     -4.468     -3.661     -1.586     -4.996      2.869      1.908      2.438      2.325      3.257      2.194      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346      7.479      1.759      2.853   8.185213   6.957335   9.291908     -2.277  -6.532555  -5.552595  -7.415799     -1.955  -5.609537   -4.76804  -6.367983     -6.722  -19.28435  -16.39147  -21.89171  
    2.106      1.000      1.000     -6.884     -4.144     -2.284      4.713     -0.738     -2.737     -0.132     -0.418      3.257      2.194      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -2.105134  -.3756768   9.291908     -2.810   2.072942    .369932  -9.149816     -1.790   1.320702   .2356892  -5.829484     -6.778   5.000504   .8923773  -22.07186  
    3.173      1.000      1.000      1.621      1.161      0.438     -0.734      2.329      0.783     -9.127     -6.694     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853   6.644844  -26.04122  -4.157109     -1.290  -3.004628   11.77517   1.879738      3.336    7.76909  -30.44715  -4.860454      0.263    .612169  -2.399098  -.3829817  
    2.800      1.000      1.000     -0.038     -0.665      0.438     -0.734      2.814      1.786     -2.702     -2.738     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853   8.027963  -7.708689  -8.640115     -1.290  -3.630038   3.485671   3.906838      3.336   9.386219  -9.012927  -10.10194      0.263   .7395915  -.7101778  -.7959873  
    2.809      1.000      1.000     -0.135     -0.759      0.438     -0.734      3.767      4.116     -0.132     -0.418     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165      7.761     -1.346     -1.203      1.759      2.853   10.74854  -.3756768  -8.640115     -1.166  -4.391493    .153489   3.530063     -2.948  -11.10375    .388092   8.925649     -0.744  -2.801013   .0978994   2.251569  
    2.454      1.000      1.000     -1.746     -2.143      0.438     -0.734      0.228     -2.155     -1.417     -1.631     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159      6.681     -1.203      1.759      2.853   .6504064  -4.042183  -4.157109     -1.698  -.3869709   2.404969   2.473346     -3.113  -.7095941   4.410027   4.535411     -7.045  -1.605824   9.979969   10.26372  
    2.052      1.000      1.000     -3.614     -3.296      4.059     -0.734      2.652      1.438     -1.417     -1.631     -1.457     -1.409     -4.696     -4.669     -2.836     -2.781     -1.001      9.135     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853   7.566924  -4.042183  -4.157109     -1.290  -3.421569   1.827771   1.879738     -1.790  -4.747276   2.535953   2.608054      0.263   .6971174  -.3723939  -.3829817  
    2.689      1.000      1.000      1.186      0.646      0.438     -0.734      3.366      3.078     -2.702     -2.738     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985      8.768     -1.165     -1.159     -1.346     -1.203      1.759      2.853   9.603836  -7.708689  -4.157109     -2.539  -8.544753   6.858597   3.698675      3.336   11.22872  -9.012927  -4.860454      0.332   1.116501  -.8961796   -.483288  
    1.430      1.000      1.000      0.380     -0.240      0.438     -0.734     -3.582     -1.634     -1.417     -1.631     -1.457     -1.409      3.769      3.795     -3.768     -3.530      8.989     -0.985     -1.026     -1.165     -1.159     -1.346     -1.203      1.759      2.853  -10.22092  -4.042183  -4.157109     -0.675   2.416528   .9556913   .9828633      3.336  -11.95021  -4.726083  -4.860454      0.068  -.2442664  -.0966028  -.0993494  
    3.188      1.000      1.000     -0.989     -1.538      0.438     -0.734      4.267      5.528      5.008      5.490     -1.457     -1.409      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159      6.681     -1.203     -5.115      2.853   12.17643   14.29035  -4.157109     -1.698  -7.244585  -8.502297   2.473346     -3.113   -13.2845  -15.59079   4.535411     -7.045  -30.06306  -35.28223   10.26372  
    2.508      0.000      1.000      2.088      1.745      0.438     -0.734     -0.095     -2.404     -1.417     -1.631     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165      7.761     -1.346     -1.203      1.759      2.853  -.2716759  -4.042183  -8.640115     -1.166   .1109977   1.651501   3.530063     -2.948    .280654   4.175766   8.925649     -7.045   .6707556   9.979969   21.33206  
    2.534      1.000      1.000     -6.256     -4.097      0.438     -0.734      3.460      3.313      5.008      5.490     -3.028     -1.924      3.769      3.795     -3.768     -3.530     -1.001     -0.985     -1.026     -1.165     -1.159      6.681     -1.203      1.759      2.853   9.871223   14.29035  -8.640115     -1.698  -5.873061  -8.502297   5.140591     -3.113  -10.76952  -15.59079   9.426376     -7.045  -24.37161  -35.28223   21.33206  
